Name,Symbol,Accession,Description,Entrez,Gene Symbol,Ensembl,MitoCarta2_List,Matrix,IMS,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,Chromosome,Modifications,Acetyl (K) Count,Acetyl (K) Positions,TAC-MI_126_Proteins,DKO_127N_Proteins,Sham_127C_Proteins,DKO_128N_Proteins,DFC_128C_Proteins,Sham_129N_Proteins,DKO_129C_Proteins,TAC-MI_130N_Proteins,Sham_130C_Proteins,DFC_131N_Proteins,TAC-MI_131C_Proteins,TAC-MI_126_Proteins_norm,DKO_127N_Proteins_norm,Sham_127C_Proteins_norm,DKO_128N_Proteins_norm,DFC_128C_Proteins_norm,Sham_129N_Proteins_norm,DKO_129C_Proteins_norm,TAC-MI_130N_Proteins_norm,Sham_130C_Proteins_norm,DFC_131N_Proteins_norm,TAC-MI_131C_Proteins_norm,TAC-MI_126_Proteins_norm_log2,DKO_127N_Proteins_norm_log2,Sham_127C_Proteins_norm_log2,DKO_128N_Proteins_norm_log2,DFC_128C_Proteins_norm_log2,Sham_129N_Proteins_norm_log2,DKO_129C_Proteins_norm_log2,TAC-MI_130N_Proteins_norm_log2,Sham_130C_Proteins_norm_log2,DFC_131N_Proteins_norm_log2,TAC-MI_131C_Proteins_norm_log2,A,DKOvsDFC_Log2FC,TACMIvsSham_Log2FC,DKOvsTACMI_Log2FC,DFCvsSham_Log2FC,DKOvsDFC_t,TACMIvsSham_t,DKOvsTACMI_t,DFCvsSham_t,DKOvsDFC_p_value,TACMIvsSham_p_value,DKOvsTACMI_p_value,DFCvsSham_p_value,F,F.p.value,DKOvsDFC_significant,TACMIvsSham_significant,DKOvsTACMI_significant,DFCvsSham_significant
"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial",Etfdh,Q921G7,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial OS=Mus musculus GN=Etfdh PE=1 SV=1",66841,Etfdh,ENSMUSG00000027809.14,True,True,False,63,46,380,2,46,3,Acetyl [K152(100); K222(100); K275; K283(100); K356(100); K375(100); K404(100); K415(100); K445(100); K496(100)],10,Acetyl [K152(100); K222(100); K275; K283(100); K356(100); K375(100); K404(100); K415(100); K445(100); K496(100)],9193.4,15569.5,8790.6,12579.2,14232.6,8625.8,14516.5,9274.0,8663.0,12809.6,8086.6,9398.783677179948,13807.960312726555,9679.245988241488,15346.49879925631,12423.728589888284,10196.37872518313,14345.56751997051,8803.266116894163,9627.705796430888,10613.544945466925,8064.456370406064,-0.21178248188066817,0.3431717703232451,-0.16936188140261876,0.4955810992678735,0.19076976523820122,-0.09427158702897387,0.398276590515799,-0.30621766739750456,-0.1770644909695207,-0.036421852870532234,-0.43267926379528987,13.4100408322222,0.335169197185147,-0.169993817890784,0.729236291060133,0.22407327598420101,3.7278201182751203,-2.11387344458446,9.068054648255801,2.49218864142906,0.0043509893554645705,0.0623142527325479,5.86652623744835e-06,0.0332069069293047,30.5133130630094,3.56192090227614e-05,0,0,1,0
"MCG140437, isoform CRA_d",Myh2,G3UW82,"MCG140437, isoform CRA_d OS=Mus musculus GN=Myh2 PE=1 SV=1",17882,Myh2,ENSMUSG00000033196.17,False,False,False,23,77,1510,1,1,11,Acetyl [K273(100); K505(100); K848(100); K958(100); K975(100); K1381(100); K1761(100); K1777(100); K1821(100); K1926(100)],10,Acetyl [K273(100); K505(100); K848(100); K958(100); K975(100); K1381(100); K1761(100); K1777(100); K1821(100); K1926(100)],71.5,85.0,78.2,89.9,105.0,65.9,101.8,83.7,73.7,108.0,79.2,73.0973342744106,75.38306474721456,86.10527566724504,109.67710522554235,91.65517909154123,77.89901898833367,100.60130014349174,79.4515175742982,81.90718194585669,89.48467197339713,78.98312573098215,-0.22118118358334726,-0.17675952838687348,0.015101655924422808,0.36419051541238456,0.10521642609137327,-0.1293948182810425,0.23957706686386882,-0.10092520205488942,-0.0570100196574721,0.07064060284691909,-0.10945551517535446,6.412928073168089,0.0544075034939819,-0.0867529062665007,0.286189984900992,0.14502957514051001,0.40359153846402707,-0.7194859095276139,2.37351888767438,1.0758205320010101,0.6955202436809051,0.48930353509376007,0.0404888981324868,0.308784560573195,2.26377679879728,0.147134031765711,0,0,0,0
"ATP synthase subunit O, mitochondrial",Atp5o,Q9DB20,"ATP synthase subunit O, mitochondrial OS=Mus musculus GN=Atp5o PE=1 SV=1",28080,Atp5o; LOC100047429; LOC102641678,ENSMUSG00000022956.10,True,True,False,80,26,330,11,26,16; 3,Acetyl [K53(100); K70(100); K84(100); K97(100); K100(100); K158(100); K172(100); K176(100); K192(100)],9,Acetyl [K53(100); K70(100); K84(100); K97(100); K100(100); K158(100); K172(100); K176(100); K192(100)],8141.6,11260.8,9432.4,7376.0,10568.2,7924.2,9661.5,7834.3,8960.7,12672.8,7505.6,8323.486108091487,9986.748417710984,10385.925859382636,8998.646586691882,9225.050130240248,9367.031961568338,9547.735376584926,7436.64306012335,9958.55746624475,10500.197694300621,7485.04732937449,-0.1354230618445449,0.12740407014676336,0.18394696899171592,-0.02290292397632676,0.012945793308318798,0.034981030139661584,0.06254762378565815,-0.29795942956731025,0.12332582003636539,0.19973362792962135,-0.2885995189499475,13.158395242359,-0.0506567873002659,-0.35474527650985294,0.296343593439302,-0.00774489577028525,-0.5962200318665369,-4.66810427246253,3.89959468456089,-0.0911558400968362,0.565076663050193,0.00103637786579558,0.0033179930593642396,0.9292775839020669,9.416700715971789,0.0034328810991615397,0,-1,1,0
"Electron transfer flavoprotein subunit alpha, mitochondrial",Etfa,Q99LC5,"Electron transfer flavoprotein subunit alpha, mitochondrial OS=Mus musculus GN=Etfa PE=1 SV=2",110842,Etfa,ENSMUSG00000032314.14,True,True,False,90,35,452,35,35,9,Acetyl [K59(100); K75(100); K126(100); K139(100); K158(100); K187; K203(100); K226(100); K331(100)],9,Acetyl [K59(100); K75(100); K126(100); K139(100); K158(100); K187; K203(100); K226(100); K331(100)],11471.0,17663.8,13370.5,13903.2,17663.8,12398.3,17109.2,11424.7,12985.0,18488.6,9885.0,11727.266034430266,15665.310342139393,14722.130285280049,16961.76562148788,15418.845261306342,14655.77249048645,16907.73835378221,10844.799914349876,14431.000781098359,15318.947280068056,9857.93179104493,-0.2585341130379266,0.15917251933801424,0.06958561220968562,0.27388552233012575,0.13629389228784028,0.0630681814034979,0.2692828604570803,-0.3713973959263548,0.04077052173981599,0.12691632691005594,-0.5090439277118062,13.7761132111289,0.102508524442795,-0.437466584009698,0.613772112933768,0.0737970044812748,1.34843111546161,-6.43381656830488,9.02674017558614,0.970750263076339,0.209039785403837,9.81551663522356e-05,6.09962562549371e-06,0.355933710452886,30.834824266153397,3.40724762178543e-05,0,-1,1,0
"ATP synthase subunit gamma, mitochondrial",Atp5c1,Q91VR2,"ATP synthase subunit gamma, mitochondrial OS=Mus musculus GN=Atp5c1 PE=1 SV=1",11949,Atp5c1,ENSMUSG00000025781.14,True,False,False,66,25,348,0,1,2,Acetyl [K39(100); K43(100); K49(100); K79; K112(100); K136(100); K154(100); K270(100)],8,Acetyl [K39(100); K43(100); K49(100); K79; K112(100); K136(100); K154(100); K270(100)],14.5,18.5,12.2,12.3,10.8,10.1,14.3,15.0,7.6,10.4,14.2,14.823934922782568,16.406902327334933,13.433303876475568,15.005877578133157,9.42738984941567,11.93899987529848,14.131616817798939,14.238623221200394,8.446330838378708,8.617042486327131,14.161115977019525,0.24824499851251236,0.3946194248510517,0.1061307199266337,0.26584423898385445,-0.4047531605519663,-0.0640014667906228,0.17924308131323974,0.1901261996373247,-0.5632867915622799,-0.5344187523161423,0.18225150799639467,3.64161154942141,0.749488204816771,0.3805934148574989,0.0730280130006391,-0.295866776958633,4.5892955534907,2.60553853847452,0.49994901339169606,-1.8116630457898,0.0011632406651253,0.0274709609204417,0.628579713275653,0.101972401954151,9.3212692482584,0.00355493095501448,0,0,0,0
"ATP synthase F(0) complex subunit B1, mitochondrial",Atp5f1,Q9CQQ7,"ATP synthase F(0) complex subunit B1, mitochondrial OS=Mus musculus GN=Atp5f1 PE=1 SV=1",11950,Atp5f1,ENSMUSG00000000563.17,True,True,False,67,32,467,15,31,3,Acetyl [K139(100); K154(100); K162(100); K188(100); K221(100); K225(100); K233(100); K244(100)],8,Acetyl [K139(100); K154(100); K162(100); K188(100); K221(100); K225(100); K233(100); K244(100)],9430.2,12567.9,9872.6,9276.7,12345.3,8570.3,11809.4,9473.5,9511.7,12457.2,8931.3,9640.873869574081,11145.962581606092,10870.625889417435,11317.481669029907,10776.292213702895,10130.773329828768,11670.343751616418,8992.63980573613,10570.916452027206,10321.559775064841,8906.84331870102,-0.10346975810803372,0.10581563063969845,0.06972942307742436,0.12784738525980188,0.05715529247686035,-0.03196127851254715,0.17214147186749074,-0.20388899581631037,0.029394872877199774,-0.0050445799408276315,-0.2177194638207478,13.3384179641384,0.109212806320985,-0.19741374506238799,0.310294235170698,0.0036676837873255205,1.7884614293912602,-3.6144182424982594,5.681129972933661,0.0600617382686465,0.105836558232357,0.00521396701051135,0.00025432086698916497,0.953361295382418,11.1481862123892,0.0018973810687068198,0,-1,1,0
"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",Ndufs1,Q91VD9,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial OS=Mus musculus GN=Ndufs1 PE=1 SV=2",227197,Ndufs1,ENSMUSG00000025968.16,True,True,False,86,58,578,38,54,1,Acetyl [K84(100); K98(100); K108(100); K311(100); K467(100); K499(100); K543(100); K709(100)],8,Acetyl [K84(100); K98(100); K108(100); K311(100); K467(100); K499(100); K543(100); K709(100)],12580.4,16220.7,12455.7,11305.2,15661.0,10967.4,14332.9,12573.8,12508.3,16261.4,11483.5,12861.450407074057,14385.483274648745,13714.852712640717,13792.231479374876,13670.588188120259,12964.335369539462,14164.129418729399,11935.573377248633,13901.215792854262,13473.57448915,11452.05460014815,-0.04525079755079098,0.11630954416203743,0.047434984291905735,0.05555174844777255,0.042771172899705334,-0.03375589771220611,0.09393778641479855,-0.15303627027744504,0.06690692129752662,0.021828498700999788,-0.21269769067431277,13.696016524050801,0.0562998572078595,-0.163856922126596,0.22559461250905802,0.00543783317460189,0.8719252715927859,-2.83721189062516,3.90621103316687,0.0842166286521082,0.40492107150034207,0.0186518108365479,0.00328378193640019,0.9346466702466141,5.603470206896071,0.0177748378693146,0,0,1,0
"Long-chain-specific acyl-CoA dehydrogenase, mitochondrial",Acadl,A0A0R4J083,"Long-chain-specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acadl PE=1 SV=1",11363,Acadl,ENSMUSG00000026003.5,True,False,False,69,41,424,4,41,1,Acetyl [K42(100); K43(100); K66(100); K92(100); K106; K156(100); K322(100); K358(100)],8,Acetyl [K42(100); K43(100); K66(100); K92(100); K106; K156(100); K322(100); K358(100)],9282.4,12431.8,9525.5,9708.0,13228.0,9414.4,11886.2,9943.4,9395.0,12407.1,8171.9,9489.771967395649,11025.260992052023,10488.437383226888,11843.66337630217,11546.806752599117,11128.566378812873,11746.23942795257,9438.688409178932,10441.22081928526,10280.048830010513,8149.522792437033,-0.13880169491429584,0.07756578720159979,0.00555273369281295,0.18086837082127083,0.1442469115012024,0.09102073085057327,0.168951929501711,-0.14658871758468628,-0.0009566146729245162,-0.02339990341536513,-0.35845953298189137,13.350959400283198,0.082038525131944,-0.24648893178378,0.357078677668486,0.0285512207527621,0.9650736691878109,-3.241865940517,4.696361799457019,0.335866976244924,0.358625214273415,0.009543024670942741,0.000994559564117587,0.744330418940479,8.049967477224309,0.00581248061260752,0,-1,1,0
"Dihydrolipoyl dehydrogenase, mitochondrial",Dld,O08749,"Dihydrolipoyl dehydrogenase, mitochondrial OS=Mus musculus GN=Dld PE=1 SV=2",13382,Dld,ENSMUSG00000020664.10,True,True,False,83,44,450,44,44,12,Acetyl [K66(100); K104(100); K122(100); K132(100); K277(100); K346; K420(100)],7,Acetyl [K66(100); K104(100); K122(100); K132(100); K277(100); K346; K420(100)],10342.6,13754.5,10931.2,9968.6,13664.4,9507.8,12336.4,10080.7,10504.3,14729.1,9488.9,10573.65719533593,12198.310165477207,12036.240273322112,12161.592782551072,11927.743135032913,11238.972575679494,12191.138301475163,9569.01927373032,11674.051713892299,12203.969277438553,9462.916436221167,-0.10070667115610377,0.10550017411793355,0.08620368119750133,0.10115105774493394,0.07313996384890586,-0.012670974790367495,0.10465170778693533,-0.24473815469359472,0.042124233560738134,0.10616932250039746,-0.26082434011729383,13.4688935102081,0.0141130033752823,-0.24064203531162304,0.305857368538929,0.0511023298520232,0.221416273219942,-4.22101202959886,5.36492982313931,0.8017349055912649,0.829493144529438,0.00201909088739459,0.000388165954402807,0.44245763315852293,11.989607951248601,0.00145801820048929,0,-1,1,0
"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial",Suclg1,Q9WUM5,"Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial OS=Mus musculus GN=Suclg1 PE=1 SV=4",56451,Suclg1,ENSMUSG00000052738.14,True,False,False,57,25,223,18,25,6,Acetyl [K48(100); K54(100); K66(100); K94(100); K105(100); K192(100); K308(100)],7,Acetyl [K48(100); K54(100); K66(100); K94(100); K105(100); K192(100); K308(100)],5536.1,8143.8,6430.0,5325.1,6921.3,5095.6,6550.4,5378.4,6339.3,8645.9,5419.9,5659.778353518385,7222.407090451365,7080.011797191632,6496.568999294055,6041.647533774137,6023.40274896742,6473.268727504207,5105.400742193613,7045.240142596599,7163.662272359205,5405.058625623107,-0.15383179694411098,0.19790238724709397,0.16917441149321988,0.045100643169568855,-0.05963533220666761,-0.06399862618549612,0.03991704358506176,-0.3025531446002052,0.1620715300449156,0.18611997098475364,-0.220267086588132,12.6203616373946,0.0310643719448684,-0.314633114495031,0.319857367378058,-0.0258401190618418,0.304703821559686,-3.4504422212339105,3.50773429219386,-0.253460235464414,0.767215651352226,0.00679103099169077,0.00618998005743354,0.80535724643779,5.641964836837831,0.0174270012891519,0,-1,1,0
"ATP synthase subunit beta, mitochondrial",Atp5b,P56480,"ATP synthase subunit beta, mitochondrial OS=Mus musculus GN=Atp5b PE=1 SV=2",11947,Atp5b,ENSMUSG00000025393.12,True,True,False,86,44,1450,44,44,10,Acetyl [K124(100); K133(100); K159(100); K198(100); K426(100); K480(100); K522(100)],7,Acetyl [K124(100); K133(100); K159(100); K198(100); K426(100); K480(100); K522(100)],22106.0,34255.8,25716.6,26138.0,30960.3,23591.3,29115.0,23251.3,25152.5,36841.9,20954.1,22599.85554503665,30380.08458079568,28316.30348112882,31888.09984855646,27025.446106931846,27886.78492654743,28772.169486029095,22071.100006873115,27953.465317410588,30525.79015163611,20896.721147469354,-0.25015512827496167,0.1766572069842578,0.07516426331864068,0.24654945323804078,0.007849753161336182,0.05311293588119703,0.09820532816665306,-0.28431014521444453,0.05655846180658308,0.18355996000845387,-0.36319208907573497,14.7141810589992,0.0780991395447579,-0.360831007857191,0.473023116984701,0.0340929695827512,1.08685697617524,-5.61416285081333,7.35975776228874,0.47445057711945704,0.304123153014604,0.000277823428203217,3.35275600179196e-05,0.6459831379999871,20.9226887906637,0.000170056658720421,0,-1,1,0
"Elongation factor Tu, mitochondrial",Tufm,Q8BFR5,"Elongation factor Tu, mitochondrial OS=Mus musculus GN=Tufm PE=1 SV=1",233870,Tufm,ENSMUSG00000073838.10,True,True,False,80,39,326,5,38,7,Acetyl [K55(100); K79(100); K88(100); K234(100); K238(100); K342(100); K418(100)],7,Acetyl [K55(100); K79(100); K88(100); K234(100); K238(100); K342(100); K418(100)],8140.5,9896.1,8388.5,7749.3,10251.9,7338.0,9572.5,8411.8,7963.3,11083.9,7932.8,8322.361533718034,8776.451141704823,9236.497505558633,9454.068871237989,8948.949814557824,8674.097137122797,9459.783355830792,7984.830054139564,8850.087679639628,9183.695885980893,7911.077522711303,-0.07801190750910081,-0.001367182265269662,0.0723410133855662,0.10593050479893762,0.026713518109527712,-0.018291270364107604,0.10680227420214017,-0.13774316748544457,0.010686878626138707,0.06406999888079135,-0.15113066037915956,13.100789154379001,0.0250634404167798,-0.143874119007103,0.192750444036504,0.0238128846126209,0.41786163988523206,-2.6818192418704103,3.5928758644259102,0.39701217586895204,0.685411443057601,0.0241799073816429,0.00539722582530534,0.700202495831182,5.04019876588508,0.0239653202443552,0,0,1,0
"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial",Acadvl,P50544,"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acadvl PE=1 SV=3",11370,Acadvl,ENSMUSG00000018574.14,True,True,False,80,55,611,1,55,11,Acetyl [K52(100); K196(100); K240(100); K279(100); K299(100); K373(100); K383],7,Acetyl [K52(100); K196(100); K240(100); K279(100); K299(100); K373(100); K383],16283.9,21681.6,17144.9,14581.0,19902.2,15793.6,18423.0,15676.1,17066.3,21939.2,14717.4,16647.687854420627,19228.534783802435,18878.08619932672,17788.674875346303,17372.759098244493,18669.285983219215,18206.068296105583,14880.4054318573,18966.79157723981,18177.982549618097,14677.099174661069,-0.07384215296496244,0.13408486061704927,0.1075485435039667,0.02179507175386597,-0.012337075277539356,0.09150277923105676,0.05525542501157332,-0.235750138065713,0.11431168032447125,0.05302812077890451,-0.2555971149127174,14.096876352297802,0.0500329297101505,-0.29285080300096505,0.25877492110863,-0.0841088116024853,0.7248820649369531,-4.7436522739862195,4.19168474318137,-1.2185768330378899,0.4861369421258371,0.000928554900394357,0.0021114686016569,0.252638056863573,9.03169280113139,0.00395881158748404,0,-1,1,0
"2,4-dienoyl-CoA reductase, mitochondrial",Decr1,Q9CQ62,"2,4-dienoyl-CoA reductase, mitochondrial OS=Mus musculus GN=Decr1 PE=1 SV=1",67460,Decr1,ENSMUSG00000028223.8,True,True,False,81,31,289,31,31,4,Acetyl [K42(100); K49(100); K97(100); K106(100); K185(100); K244(100); K260(100)],7,Acetyl [K42(100); K49(100); K97(100); K106(100); K185(100); K244(100); K260(100)],8756.3,15754.3,9417.5,10339.4,12745.2,8512.8,13029.7,8185.9,8729.0,12679.4,7584.2,8951.918714783516,13971.85196408285,10369.51961120563,12613.965091979671,11125.367510071537,10062.803776083258,12876.274660900339,7770.396388428287,9701.055511606282,10505.66620203233,7563.4320980923585,-0.2050327882346199,0.4372216323835172,0.0070474301969696285,0.28972021603685505,0.10855136440360091,-0.03626929377496779,0.31941362629696535,-0.4092415284562545,-0.08908799812012447,0.0258660216259603,-0.4481886823579142,13.3330140093103,0.28157646522433805,-0.314717712450225,0.702939491255378,0.10664531358081501,3.36287205222498,-4.202330290348931,9.38613811528685,1.27366661931763,0.007829643402665041,0.00207742879848981,4.3667994286218496e-06,0.233305186552004,29.9110410383227,3.87523158536315e-05,0,-1,1,0
"Carnitine O-palmitoyltransferase 2, mitochondrial",Cpt2,P52825,"Carnitine O-palmitoyltransferase 2, mitochondrial OS=Mus musculus GN=Cpt2 PE=1 SV=2",12896,Cpt2,ENSMUSG00000028607.16,True,True,False,76,54,287,29,54,4,Acetyl [K69(100); K104(100); K239(100); K305(100); K414(100); K424(100); K460(100)],7,Acetyl [K69(100); K104(100); K239(100); K305(100); K414(100); K424(100); K460(100)],7209.9,9784.3,7801.9,6748.6,9058.8,6603.5,8903.2,6727.6,7214.8,9978.7,6447.4,7370.971613777244,8677.300240072604,8590.597829006127,8233.224831202393,7907.485108137654,7805.859967973615,8798.364395260665,6386.117438863185,8018.235227991409,8267.96940945313,6429.745010579978,-0.08531315008434959,0.15007829560908093,0.1355905809895166,0.07428967086556959,0.01605098119510906,-0.002610370575245824,0.17006740092602257,-0.2922288686792083,0.036116789340484345,0.08036509838752082,-0.2824064279744878,12.9329522372402,0.083270416008915,-0.27634848216426505,0.351461271379575,-0.00815762679360432,1.0619608543542098,-3.9403052194542902,5.0112983114913705,-0.10403551146317501,0.3147161070993689,0.00311328721828226,0.000633384581642015,0.9193223350444371,9.54246581488245,0.00327968817014351,0,-1,1,0
"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",Acads,Q07417,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus GN=Acads PE=1 SV=2",11409,Acads,ENSMUSG00000029545.13,True,True,False,83,32,281,32,32,5,Acetyl [K72(100); K129(100); K226(100); K262(100); K306(100); K335(100)],6,Acetyl [K72(100); K129(100); K226(100); K262(100); K306(100); K335(100)],7101.7,9876.9,7364.6,6740.7,9193.9,6329.5,8896.7,6747.7,6861.3,9794.9,6472.2,7260.354389043101,8759.423437667805,8109.090961368195,8223.58690983107,8025.414771902104,7481.970268386311,8791.940933070757,6405.197193979593,7625.369708074715,8115.679754742847,6454.477100455337,-0.0868165926744009,0.18397934917685,0.07268363292257263,0.0929112336030844,0.057719393187394274,-0.0434383298089589,0.18932513108251392,-0.2676135759075233,-0.01604927595505501,0.07385537460273639,-0.25655634022918683,12.9126408474359,0.0896178540590853,-0.20806084532322303,0.359067407557854,0.0613887081755458,1.24230522860894,-3.2246244151042904,5.564994832547789,0.850985709764351,0.244156349815957,0.00981701215464483,0.000296568211387303,0.415881455813439,10.9746506404442,0.00200705304210337,0,-1,1,0
Voltage-dependent anion-selective channel protein 1,Vdac1,Q60932,Voltage-dependent anion-selective channel protein 1 OS=Mus musculus GN=Vdac1 PE=1 SV=3,22333,Vdac1,ENSMUSG00000020402.11,True,False,True,83,24,521,0,22,11,Acetyl [K41(100); K74(100); K122(100); K187; K237(100); K269(100)],6,Acetyl [K41(100); K74(100); K122(100); K187; K237(100); K269(100)],10301.7,11552.7,9787.6,8016.9,11772.5,8629.5,9660.5,10024.4,10184.9,12684.1,9601.9,10531.84347545029,10245.622730648773,10777.033198474777,9780.538207815911,10276.291389096848,10200.752418206757,9546.747151632633,9515.576974573414,11319.083546816224,10509.560442386728,9575.60700702421,0.04720832154625931,0.007458010521951053,0.08041041055676246,-0.05956390199567707,0.011770040494786471,0.0011259070863101073,-0.09446850899480275,-0.09918662202745665,0.15120749090141494,0.04415266675818863,-0.09011381484774539,13.3152620432854,-0.0768194871159924,-0.12494530795781199,-0.00149409504652631,-0.0496199158883464,-1.09597989267093,-1.99299468954242,-0.0238322154074325,-0.7079249306564191,0.300311208610258,0.0760022513147733,0.9814836132289019,0.49613123134608,1.89476600160727,0.19806373257139198,0,0,0,0
"ES1 protein homolog, mitochondrial",D10Jhu81e,Q9D172,"ES1 protein homolog, mitochondrial OS=Mus musculus GN=D10Jhu81e PE=1 SV=1",28295,D10Jhu81e; LOC100046684; LOC102641949,ENSMUSG00000053329.7,True,True,False,70,21,211,4,21,10,Acetyl [K114(100); K149; K162(100); K168(100); K217(100); K231(100)],6,Acetyl [K114(100); K149; K162(100); K168(100); K217(100); K231(100)],5605.7,7565.4,6110.5,5946.5,7263.4,4976.5,7116.7,5316.9,5799.0,8503.4,5132.4,5730.933241147741,6709.447506336201,6728.213388295407,7254.67081450153,6340.268836319053,5882.617116774543,7032.900517988091,5047.022386986691,6444.772701547123,7045.592219060974,5118.345890172888,-0.12715538453526953,0.10026849655737102,0.10429798690584313,0.21298467740214555,0.01861853883015918,-0.08946733684113717,0.16819433506261205,-0.31049298914392587,0.04220400244223299,0.17079550260242016,-0.2902478292824533,12.6117097597931,0.0657754822910857,-0.261643618489529,0.403114570661257,0.0756954698806425,0.7689256812672529,-3.4196800766401703,5.26870433092113,0.88489188857998,0.46077809549548404,0.00713852087303323,0.00044270337544601105,0.39823567076990096,10.359493729339,0.0024630605503779698,0,-1,1,0
"ATP synthase subunit d, mitochondrial",Atp5h,Q9DCX2,"ATP synthase subunit d, mitochondrial OS=Mus musculus GN=Atp5h PE=1 SV=3",71679,Atp5h,ENSMUSG00000034566.10,True,True,False,96,25,449,1,25,11,Acetyl [K5(100); K32(100); K48(100); K72(100); K99(100); K117(100)],6,Acetyl [K5(100); K32(100); K48(100); K72(100); K99(100); K117(100)],11785.1,16491.6,11900.1,11657.3,15585.6,10465.0,14873.0,11628.5,11430.9,15390.1,10610.2,12048.383135067921,14625.733536296042,13103.08684102024,14221.789974924523,13604.771040467856,12370.45878168303,14697.86971546319,11038.255341848586,12703.837260581997,12751.648612386844,10581.14596756145,-0.08951801341036258,0.19015141662340618,0.03154915709892414,0.14974548951276923,0.0857551106201555,-0.05145856018363837,0.19724950187521273,-0.2158454024498475,-0.013093230125729605,-0.007673786819626827,-0.27686168274128065,13.6460699460931,0.140008140770199,-0.183074155130351,0.373123835537625,0.0500415396370748,2.05828800990786,-3.0090880834790403,6.13282899696486,0.7356708007527779,0.0682871810450228,0.0140130692470153,0.000142353213338693,0.47984471731209294,12.762332898752401,0.0011588717682607,0,-1,1,0
ADP/ATP translocase 2,Slc25a5,P51881,ADP/ATP translocase 2 OS=Mus musculus GN=Slc25a5 PE=1 SV=3,11740,Slc25a5,ENSMUSG00000016319.3,True,False,False,73,32,509,16,16,X,Acetyl [K23(100); K92(100); K105(100); K147(100); K163(100); K295(100)],6,Acetyl [K23(100); K92(100); K105(100); K147(100); K163(100); K295(100)],3749.7,4188.7,3247.5,2852.4,4257.8,2925.0,3632.1,3985.1,3216.8,3951.7,4021.2,3833.4695710315723,3714.788744784207,3575.7913392503615,3479.899610070489,3716.6611574853737,3457.581647054263,3589.331849225701,3782.8224932537128,3575.0206632758727,3274.22757627105,4010.188701886684,0.07783578993408824,0.03246523064101048,-0.022552385914963224,-0.06176925119311072,0.03319222755578721,-0.07105161879824173,-0.017099625555248466,0.05864814208887914,-0.022863357706819798,-0.1496603379674184,0.14285518691602483,11.826599222922699,0.0427661731700386,0.131935493786338,-0.108580921682114,-0.0194116010658139,0.6334172622978951,2.18477218488053,-1.79803455985805,-0.287508614695057,0.541530845165431,0.0554219844789353,0.104226074264268,0.779947070967938,2.31752188239441,0.14108376172346698,0,0,0,0
"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",Sucla2,Q9Z2I9,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Mus musculus GN=Sucla2 PE=1 SV=2",20916,Sucla2,ENSMUSG00000022110.13,True,True,False,69,42,420,42,42,14,Acetyl [K88(100); K116(100); K139(100); K225(100); K362(100); K438(100)],6,Acetyl [K88(100); K116(100); K139(100); K225(100); K362(100); K438(100)],11694.7,16049.5,12064.9,11600.5,15848.1,10728.2,14478.6,11328.2,12161.7,16319.2,10332.4,11955.96356837692,14233.652913652002,13284.546552400827,14152.494540254771,13833.90898819671,12681.582025958136,14308.11379427858,10753.198104960155,13516.018652251361,13521.46535989132,10304.106670489899,-0.10804466706502858,0.14353088842914552,0.043973911397635845,0.1352812940060204,0.10243379713912404,-0.023040340339750998,0.1510584243404285,-0.26100927802146323,0.06889517345929796,0.0694764359912785,-0.3225556393366933,13.6534874526406,0.0573350856933352,-0.260479442980126,0.373826730399596,0.0560122017261353,0.8257087071089659,-4.19406212603895,6.019102750421441,0.8066572520182,0.4293818266609579,0.00210381584571567,0.000164324159284944,0.439751388466802,13.7405978778744,0.000879726738690725,0,-1,1,0
