Name,Symbol,Accession,Description,Entrez,Gene Symbol,Ensembl,MitoCarta2_List,Matrix,IMS,Coverage [%],# Peptides,# PSMs,# Protein Unique Peptides,# Unique Peptides,Chromosome,Modifications,Acetyl (K) Count,Acetyl (K) Positions,S3KO_126_Proteins,S3KO_127C_Proteins,S3KO_129N_Proteins,S3FL_127N_Proteins,S3FL_130N_Proteins,DFC_128N_Proteins,DFC_129C_Proteins,DKO_128C_Proteins,DKO_130C_Proteins,DKO_131_Proteins,S3KO_126_Proteins_norm,S3KO_127C_Proteins_norm,S3KO_129N_Proteins_norm,S3FL_127N_Proteins_norm,S3FL_130N_Proteins_norm,DFC_128N_Proteins_norm,DFC_129C_Proteins_norm,DKO_128C_Proteins_norm,DKO_130C_Proteins_norm,DKO_131_Proteins_norm,S3KO_126_Proteins_norm_log2,S3KO_127C_Proteins_norm_log2,S3KO_129N_Proteins_norm_log2,S3FL_127N_Proteins_norm_log2,S3FL_130N_Proteins_norm_log2,DFC_128N_Proteins_norm_log2,DFC_129C_Proteins_norm_log2,DKO_128C_Proteins_norm_log2,DKO_130C_Proteins_norm_log2,DKO_131_Proteins_norm_log2,A,DKOvsDFC_Log2FC,S3KOvsS3FL_Log2FC,DKOvsS3KO_Log2FC,DFCvsS3FL_Log2FC,DKOvsDFC_t,S3KOvsS3FL_t,DKOvsS3KO_t,DFCvsS3FL_t,DKOvsDFC_p_value,S3KOvsS3FL_p_value,DKOvsS3KO_p_value,DFCvsS3FL_p_value,F,F.p.value,DKOvsDFC_significant,S3KOvsS3FL_significant,DKOvsS3KO_significant,DFCvsS3FL_significant
"Stress-70 protein, mitochondrial",Hspa9,P38647,"Stress-70 protein, mitochondrial OS=Mus musculus GN=Hspa9 PE=1 SV=3",15526,Hspa9,ENSMUSG00000024359.8,True,True,False,71,65,534,64,64,18,Acetyl [K135(100); K288; K345(100); K567(100)],0,,12987.6,12996.7,11103.5,12559.0,12078.2,12991.3,10027.5,10815.0,12208.2,12593.2,12177.763118253451,12304.645411521687,12088.803574078005,12058.419960348898,11930.882741081738,11726.502705126417,12072.35941174222,11886.066414978499,12179.627808056792,11945.841531994589,0.01688958174725741,0.03184351031698185,0.006311895189240246,0.0026813070247602155,-0.012658784315533467,-0.037586763015552194,0.004348089462629545,-0.018088225954592474,0.017110473939320414,-0.01085108439452398,13.5550719528384,0.0126763913065346,0.0233370677298836,-0.0222912745544228,-0.0116305981310738,0.273865133304119,0.504182066506356,-0.538432188346425,-0.22937840802916298,0.7910118669730359,0.6274992555479549,0.6046908059628571,0.824235416065494,0.21506746602799104,0.8832745883834979,0,0,0,0
Pyruvate kinase PKM,Pkm,P52480,Pyruvate kinase PKM OS=Mus musculus GN=Pkm PE=1 SV=4,18746,Pkm,ENSMUSG00000032294.17,False,False,False,82,44,541,2,2,9,,0,,83.3,91.2,84.3,77.0,88.8,105.6,86.5,82.0,82.0,94.4,78.10586003191602,86.3437381435886,91.78062244290321,73.93091304617128,87.7169104177823,95.31907396960655,104.13952521722284,90.12089191199603,81.80808638952973,89.54733035449998,-0.16384029683687285,-0.019179536222442728,0.06891850089051665,-0.24309335932250775,0.003583907976892675,0.12349384568744437,0.25117473930659173,0.04259050172325907,-0.09702763541427295,0.033379332211388224,6.45119918492926,-0.19435355965689,0.08172094828321,0.0310145102297241,0.307089018169824,-1.9470364899358201,0.818681523407472,0.347377372050836,2.80837600924866,0.0867798580016268,0.436285898042041,0.7371219444954058,0.0225195306913407,2.8814131043936495,0.101698888322343,0,0,0,0
"Myosin, heavy polypeptide 13, skeletal muscle",Myh13,B1AR69,"Myosin, heavy polypeptide 13, skeletal muscle OS=Mus musculus GN=Myh13 PE=1 SV=1",544791,Myh13,ENSMUSG00000060180.12,False,False,False,20,62,1409,5,6,11,Phospho [T257; Y412; S883; S1339; S1340; S1370; S1480; S1482; T1483; S1919]; Acetyl [K972(100); K1378(100); K1810(100)],0,,313.8,326.5,292.5,309.7,320.1,532.0,315.0,303.3,315.2,321.4,294.23311978409663,309.11436956010607,318.45589637662147,297.3558931220681,316.19575478301937,480.20594083173,379.23642131127394,333.33739654766333,314.46230280463135,304.8783048298336,-0.17044606510823357,-0.09926499382730114,-0.05631213056734552,-0.15521504710401857,-0.06658771670154096,0.5362475368436339,0.19569181018323611,0.009577464968074878,-0.07451863533725245,-0.11917222334926869,8.371261904803161,-0.4273408047529121,0.00222698540182087,0.0473032652614798,0.476871055416213,-4.309595853037799,0.0224584381966804,0.533345098182205,4.3900808751973,0.0024817005082434698,0.9826232407322081,0.608050374647508,0.00222430530471305,9.58234689713111,0.00480053324879669,0,0,0,0
Heat shock protein HSP 90-beta,Hsp90ab1,P11499,Heat shock protein HSP 90-beta OS=Mus musculus GN=Hsp90ab1 PE=1 SV=3,15516,Hsp90ab1,ENSMUSG00000023944.14,False,False,False,70,63,532,22,41,17,Phospho [S226; S255; S261],0,,6343.3,6518.0,5660.8,6230.2,5957.7,6166.5,5258.4,5346.8,6277.2,6256.8,5947.765929657297,6170.926373025333,6163.128677636851,5981.8749929903415,5885.034202657901,5566.146492742224,6330.719993089532,5876.321766769029,6262.508779077512,5935.16670086902,-0.014565883895341969,0.03857332539968894,0.03674915679984103,-0.006315994240951639,-0.029862956159146137,-0.1102348773376054,0.07545583065483008,-0.03200036112889926,0.059826964640381064,-0.017625204732793165,12.552698040768302,0.0207899896009565,0.0383416746347844,-0.0168517331751659,0.000699951858662118,0.312852983181007,0.5769751462067121,-0.28352124608234996,0.009615316330451809,0.762260496461197,0.579564336546667,0.7838573187954709,0.992559771252384,0.15879126707101598,0.9211060981098861,0,0,0,0
Filamin-C,Flnc,Q8VHX6,Filamin-C OS=Mus musculus GN=Flnc PE=1 SV=3,68794,Flnc,ENSMUSG00000068699.12,False,False,False,51,115,455,0,97,6,Phospho [S2123; S2147; T2150; S2153; T2154; S2234; S2633; S2634],0,,7718.6,8891.2,7275.8,7516.6,7206.9,8550.4,7157.7,6518.5,7397.2,7505.2,7237.309618755667,8417.757067788101,7921.440720878709,7217.001311725338,7118.997766778325,7717.9565347511725,8617.335024824462,7164.061389370074,7379.887520007675,7119.392201023234,-0.06547822527569735,0.15250415680725382,0.06483112791788948,-0.06953220104268176,-0.08925756934196016,0.027287201046991783,0.18631005605718087,-0.08015401808623857,-0.037332890296324805,-0.08917763778642396,12.8867160026853,-0.17568681060841002,0.1300139050088,-0.119507201872807,0.18619351374440302,-2.29270302048889,1.6966741651633301,-1.7436436352477602,2.21810739176081,0.0505174582297554,0.127559435331002,0.11874624861283999,0.0567995122398625,2.7126395754381,0.114028224531455,0,0,0,0
Vinculin,Vcl,Q64727,Vinculin OS=Mus musculus GN=Vcl PE=1 SV=4,22330,Vcl,ENSMUSG00000021823.9,False,False,False,83,89,562,88,89,14,Phospho [S97; S290; S346; S579; T592; S596; S600; T602; T603; T719; S721; S787; T793; S795; S809; T962],0,,12502.6,12162.2,10287.7,12126.9,11669.0,12286.9,9414.5,10314.6,11149.3,11861.8,11723.005109664266,11514.581272477557,11200.61102616673,11643.542719735253,11526.673734967362,11090.681154897336,11334.35329661901,11336.10916726188,11123.206068082729,11252.039440667455,0.043780144887927364,0.017899651529663885,-0.021984859304554405,0.033967789322757014,0.019413955959892704,-0.036214322946928945,-0.004860219298336688,-0.00463674032184791,-0.03198961756165275,-0.015375782266902505,13.4732746765275,0.00320322440584064,-0.0134592269369733,-0.0305656924211473,-0.0472281437639612,0.0673682883223357,-0.283066362516618,-0.718716132606083,-0.906730870257035,0.9479144747091011,0.784193874872956,0.492435156357238,0.39060899397500104,0.45399219331696206,0.7215568389501099,0,0,0,0
"3-ketoacyl-CoA thiolase, mitochondrial",Acaa2,Q8BWT1,"3-ketoacyl-CoA thiolase, mitochondrial OS=Mus musculus GN=Acaa2 PE=1 SV=3",52538,Acaa2,ENSMUSG00000036880.9,True,True,False,96,47,1383,47,47,18,Acetyl [K13(100); K137(100); K171(100); K209(100); K234(100); K240(100); K269(100); K305(100)],0,,17916.2,17039.6,15915.5,17773.1,16985.2,18024.0,13032.3,16597.3,18429.1,19472.9,16799.042130898124,16132.267110433026,17327.811346263654,17064.694943648137,16778.032284100405,16269.232852539664,15689.913693507668,18241.018040621602,18385.96835221076,18471.88780995914,-0.024832239488549845,-0.08326201490622864,0.01987822761490854,-0.0021965890353357054,-0.026637685988509574,-0.07106498858955668,-0.1233737970164075,0.0939750358825151,0.10539394898582621,0.11212010254133276,14.0609235929706,0.20104908860620802,-0.0149882047480254,0.133235038063177,-0.0828022552910568,3.8895781692440803,-0.289967959507975,2.88186645675142,-1.4623520494569902,0.00446283132503876,0.7790927904278101,0.0200928546855739,0.18116471390535602,5.64074154070607,0.0219214255484921,0,0,0,0
Cytoplasmic dynein 1 heavy chain 1,Dync1h1,Q9JHU4,Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus GN=Dync1h1 PE=1 SV=2,13424,Dync1h1,ENSMUSG00000018707.13,False,False,False,39,164,465,150,163,12,Phospho [S1228],0,,11911.0,11609.1,9841.7,11389.9,10984.9,10972.2,8802.1,9576.1,11057.1,11346.6,11168.29410372331,10990.933009679104,10715.033830324088,10935.918266293327,10850.917671715055,9903.976736830655,10597.069536584015,10524.471622420306,11031.221853874016,10763.323502122557,0.05606286406938921,0.032967885726407076,-0.00370956973790193,0.025728390825149106,0.01447108307963596,-0.1172661437832101,-0.019680610858825887,-0.029598169659138307,0.03824662261025402,0.002777647728237298,13.3910583542961,0.0722820775474755,0.00834065640024129,-0.0246316931261763,-0.0885731142734105,1.3534993424033899,0.156180803540469,-0.515675732580851,-1.51404475961025,0.21229142765830103,0.879695822921787,0.6197959735502441,0.167845233690941,1.2326066889348601,0.358815275773731,0,0,0,0
Myosin-7,Myh7,Q91Z83,Myosin-7 OS=Mus musculus GN=Myh7 PE=2 SV=1,140781,Myh7,ENSMUSG00000053093.15,False,False,False,70,225,8401,25,26,14,Phospho [T255; S392; Y410; S738; S879; T1019; T1021; S1037; S1140; T1157; S1158; S1199; S1299; S1366; S1412; S1413; S1463; S1465; S1469; S1476; S1478; T1479; S1491; S1596; T1599; S1600; S1718; T1721; S1722; S1894; S1915]; Acetyl [K450(100); K565(100); K910(100); K968(100); K1374(100); K1444(100); K1457(100); K1727(100); K1806(100)],0,,1860.7,2740.1,1672.7,2541.5,2613.0,1812.0,2366.2,1812.6,2018.3,2099.0,1744.6767558389693,2594.19382551806,1821.1322320313666,2440.2002013875885,2581.129357225959,1635.5886556148398,2848.727682878528,1992.1113253619997,2013.5763507315594,1991.1000679459264,-0.28862378750131334,0.2837027207050671,-0.22674787414915798,0.19541596164515163,0.2764188920482873,-0.38177359252329346,0.4187341633132231,-0.09728528211897292,-0.08182337666215211,-0.09801782475681975,11.0573678387151,-0.11085577990761,-0.313140407161852,-0.0151525141975135,-0.21743714145175602,-0.4713686408326189,-1.33150087651427,-0.0720347495973104,-0.8440058399545041,0.649757214051453,0.219115850857618,0.944313391203125,0.42278318036120793,0.7809013704387181,0.536574743721279,0,0,0,0
Isoform 3 of Titin,Ttn,A2ASS6-3,Isoform 3 of Titin OS=Mus musculus GN=Ttn,22138,Ttn,ENSMUSG00000051747.14,False,False,False,57,295,2257,57,57,2,Phospho [T132; S233; T236; S262; S264; T266; S269; S281; S283; T299; S307; S322; S612; T613; S710; S728; T730; T766; S768; T831; S833; T1147; S1150; T1151; S1168; S1369; S1374; S2032; S2034; T3451; S3452; S3453; T3454; S3455; S3456; T3760; S3763; T3768; S3827; S3832; S4098; S4720; S4722; S5011; T5012; S5070; T5073; T19863; T19863; T19863; T19863; T19863],0,,1617.6,1562.7,1481.1,1542.8,1486.3,1505.6,1423.2,1387.2,1519.8,1552.5,1516.735164317255,1479.4885920722136,1612.5300106783384,1481.3066577614682,1468.171666148084,1359.0189182636327,1713.4262692387463,1524.58172268684,1516.2430450586255,1472.6931183830636,0.0046586219113233795,-0.0312120057045977,0.09301543262141543,-0.02944024206528084,-0.04228991272203508,-0.15374503873174383,0.18057353426039313,0.012102907650376693,0.004190449724667644,-0.03785374694451882,10.5620948627185,-0.0206010442874813,0.0580190936697083,-0.029340812799207,0.0492793251579826,-0.221472919823406,0.6237381902210811,-0.352661899634998,0.483621416100125,0.8301811501837809,0.549880704547144,0.733302627590484,0.641400549483001,0.14638958781630498,0.929168211487287,0,0,0,0
AHNAK nucleoprotein (desmoyokin),Ahnak,E9Q616,AHNAK nucleoprotein (desmoyokin) OS=Mus musculus GN=Ahnak PE=1 SV=1,66395,Ahnak,ENSMUSG00000069833.12,False,False,False,74,252,1212,247,251,19,Phospho [S94; S136; S211; S213; S217; T219; T220; S222; T496; S576; S893; S1006; S1009; S2948; S3017; T3094; S3139; S3140; T4342; S4372; S4648; S4890; T4950; S5098; S5099; S5101; S5303; S5333; T5502; S5504; S5508; S5510; S5512; S5522; S5525; S5536; S5553; S5555; S5557; S5563; S5566; T5567; T5569; T5571; T5590; S5596; T5605; S5607; S6600; S6600; S6600; S6600; S6600; S6600; S6600; S11545; S11545; S11545; S11566; S11566; S11566; S11566; S11566; S11566; S11566; S11566; S11566; S11566; S11575; S11575; S11575; S11575; S11575; S11575; S11575; S11575; S11575; S11575; S11575; S11575; S11575; S11575; S11575; S11575; S11575; S11575; S11575; S11575; S23838; S23838; S23838; S23838; S23838; S23838; S23838; S23856; S23856; S23856; S23856; S23856; S23856; S23856; S23856; S23856; S23856; S23856; S23856],0,,19789.9,19061.9,17871.2,20245.9,20195.9,21788.9,15942.8,18814.4,19522.9,19195.2,18555.908276658043,18046.88269867622,19457.056462652574,19438.9334083309,19949.57152146948,19667.59252667008,19193.937833909134,20677.68913157388,19477.20841187988,18208.46308920231,-0.053138450189401,-0.09326741329020116,0.015276400095224574,0.013931991966034118,0.05134069030798294,0.030803300663892585,-0.004366344513439202,0.10305789380522157,0.016769846544226752,-0.08040791538954828,14.2327294496996,-7.853642192401371e-05,-0.07634616226513201,0.0568497627814306,-0.0194178630617774,-0.00118218000802388,-1.1492108312053,0.9567449153772031,-0.266823029312828,0.999085226188442,0.283124772583693,0.366253697164723,0.796242937325217,0.549419134065347,0.66227471640393,0,0,0,0
"Isoform PLEC-1D,2A of Plectin",Plec,Q9QXS1-9,"Isoform PLEC-1D,2A of Plectin OS=Mus musculus GN=Plec",18810,Plec,,False,False,False,63,280,941,0,278,15,Phospho [S1268; T3862; S4216; S4217; S4218],0,,19668.9,19180.0,17767.4,19721.9,19355.8,20084.2,16547.6,16918.0,18869.4,18883.9,18442.45318585538,18158.69405256611,19344.045447117896,18935.819142925786,19119.718183158904,18128.857437692917,19922.07176282678,18593.478650818884,18825.237869738932,17913.165589844728,-0.022259472102133415,-0.04462959585332982,0.046599493548798776,0.015827786350639528,0.029771213100593386,-0.04700204283567189,0.08907764024794496,-0.010493336554702637,0.0073780488108319275,-0.06426973471295483,14.1930024251883,-0.0434994728584073,-0.0295626911944975,-0.0156984826833853,-0.00176170101947548,-0.7208005689604409,-0.48986351403284206,-0.290833085944231,-0.0266484963813647,0.491218525661745,0.6371639557959681,0.778454155612897,0.9793820623882571,0.272715929054738,0.843527122067668,0,0,0,0
Obscurin,Obscn,E9QQ96,Obscurin OS=Mus musculus GN=Obscn PE=1 SV=2,380698,Obscn,ENSMUSG00000061462.17,True,False,False,53,254,931,0,10,11,Phospho [S135; S236; S2874; S3254; S3258; Y3261; S4708; S4893; S4970; T5695; S6445; T6449; T6680; S7134],0,,438.6,435.6,417.7,409.0,430.3,435.3,402.6,366.7,407.2,423.5,411.2512630251905,412.4049598174034,454.7659074068881,392.6979666997929,425.051650369051,392.92038730084977,484.7002641902187,403.01623248937733,406.2469850953233,401.7298136136731,-0.02208135716751336,-0.018039783308964275,0.12302263647254108,-0.08868133871434658,0.02553669493641131,-0.08786444052179476,0.21499140206515754,-0.051263518709207645,-0.03974436048270924,-0.05587593456957762,8.705957656567941,-0.11252475202550698,0.0592061538876596,-0.0765951032525187,0.0951358026606481,-1.2054740061425502,0.634273599634956,-0.9174149181565501,0.9303859623671891,0.261902645629351,0.5433180358947679,0.38530944609642,0.37894617986527,0.6234677077411099,0.619236899574342,0,0,0,0
Obscurin,Obscn,A2AAJ9,Obscurin OS=Mus musculus GN=Obscn PE=1 SV=2,380698,Obscn,,True,False,False,44,249,915,1,5,11,Phospho [S135; S236; S2941; S3321; S3325; Y3328; S4774; S4959; S5036; T5753; S6503; T6507; T6738; S7720; S7722; S8372],0,,125.8,116.4,114.0,133.8,119.7,124.7,98.4,117.8,122.2,124.9,117.95578861962827,110.20187631484333,124.11614422883707,128.466963189321,118.24002451586196,112.55955041676077,118.46623446675987,129.4663544784528,121.91400191220164,118.47946569149416,-0.022898194742200673,-0.12099562689796972,0.050546369581469186,0.1002529863176207,-0.019425940848780243,-0.09045594326040707,-0.016668497297324336,0.11143280662920496,0.024719415479941276,-0.016507374961563848,6.90500060434832,0.0934438359947301,-0.0715293400873183,0.0709974330687615,-0.0939757430132868,1.2788824499235802,-0.9789582878152131,1.0863696459421501,-1.17410007065398,0.236202765778861,0.35580513582875395,0.30844637051154,0.27357027801615497,0.8678957450141149,0.495888211949034,0,0,0,0
"Nascent polypeptide-associated complex subunit alpha, muscle-specific form",Naca,P70670,"Nascent polypeptide-associated complex subunit alpha, muscle-specific form OS=Mus musculus GN=Naca PE=1 SV=2",17938,Naca,ENSMUSG00000061315.14,False,False,False,68,136,1424,131,136,10,Phospho [S128; S129; S130; T155; S156; S257; S346; S347; T350; S355; S359; S360; T365; S366; S372; S378; S442; S470; S521; S522; S524; S526; S527; T557; T558; T559; S560; S565; T590; S746; T748; S765; S790; T794; T798; S800; T821; S822; T848; S849; S851; T895; S896; S898; S929; T946; S947; S951; S954; T956; S958; T962; S963; T972; T976; T978; Y979; S983; T992; T995; S997; T1127; S1128; T1133; S1174; S1177; S1206; S1208; S1257; T1260; S1282; S1285; S1299; T1300; S1303; T1397; T1398; S1400; S1478; T1484; S1489; S1491; S1492; S1579; T1581; S1583; S1604; S1606; S1655; S1657; S1659; T1662; S1714; S1715; S1727; T1728; S1744; S1812; S1816; S1817; S1834; T2129; T2131; T2133; S2138],0,,7951.7,7836.1,6930.5,7932.7,7750.0,8398.7,6376.7,6903.7,7664.2,7826.5,7455.874756492036,7418.83954459402,7545.499452438205,7616.516284693025,7655.473600651046,7581.025630194456,7677.069485001906,7587.409774303011,7646.2626305687045,7424.175646392946,-0.020057601235919265,-0.027241689060454988,-0.002818828169857568,0.010696047786463936,0.018056404736480403,0.003957815431734346,0.022120478867682536,0.005172228565847092,0.01631952700393846,-0.0262043839259416,12.8842195117559,-0.0146100232684265,-0.0310822657502143,0.0151351633700259,-0.00133707911176195,-0.319775726188798,-0.680310627796724,0.370370771225897,-0.0267153622494348,0.757194560113559,0.5151940381006871,0.7205616825593678,0.9793303420770191,0.212658192157537,0.884922880584833,0,0,0,0
Desmoplakin,Dsp,E9Q557,Desmoplakin OS=Mus musculus GN=Dsp PE=1 SV=1,109620,Dsp,ENSMUSG00000054889.9,False,False,False,67,222,810,56,218,13,Phospho [S22; S65; Y68; S1720; S2221; T2472; S2822],0,,26961.2,25844.3,22745.0,25755.9,25662.1,24695.9,19220.9,21382.8,23685.8,25717.0,25280.04457974183,24468.13017219678,24763.348249867537,24729.31432890757,25349.100527389317,22291.574989072033,23140.52485835513,23500.451311900346,23630.365519574676,24395.007359392752,0.06678875562252351,0.019693604454010583,0.03699614239944715,0.03501198660050697,0.07072430439725608,-0.11471169961236782,-0.06078866490678081,-0.0385217888564533,-0.030568306593727,0.015375666495568652,14.558922631544599,0.0698453726080412,-0.0117086446735506,-0.0590643104768631,-0.14061832775845498,1.41405891090917,-0.23704810665434498,-1.3369341264955001,-2.5988497405002002,0.194443935824277,0.8184785004858349,0.21741308053382602,0.0312321845029426,3.07803001631751,0.0893330663212738,0,0,0,0
"Spectrin alpha chain, non-erythrocytic 1",Sptan1,E9Q447,"Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus GN=Sptan1 PE=1 SV=1",20740,Spna2; Sptan1,ENSMUSG00000057738.13,False,False,False,72,178,701,0,1,2,Phospho [S328; S330],0,,30.2,28.9,24.2,28.0,28.6,21.7,12.4,22.1,28.5,29.4,28.31689043173906,27.361118775764364,26.347462195946115,26.88396838042592,28.251167094015475,19.587347586557406,14.928671823046974,24.28867940555015,28.433298318312165,27.88868127565995,0.19245647149516376,0.14292084648599968,0.0884576315955341,0.11753973641270044,0.18910409277768192,-0.339284326854024,-0.7311205584581146,-0.028922324018250123,0.19837508850489005,0.17047334205841658,4.63113447055675,0.648511144837756,-0.0120435980696225,-0.027969614343883,-0.688524357251262,5.52818311907192,-0.10266472067805599,-0.266567047154536,-5.35788838210684,0.000522979771857254,0.9207141304728991,0.796433295862475,0.000641933126312612,14.498716950466402,0.00125868510072366,0,0,0,0
"Spectrin alpha chain, non-erythrocytic 1",Sptan1,P16546,"Spectrin alpha chain, non-erythrocytic 1 OS=Mus musculus GN=Sptan1 PE=1 SV=4",20740,Spna2; Sptan1,ENSMUSG00000057738.13,False,False,False,71,176,697,0,1,2,Phospho [S328; S330],0,,134.7,135.9,98.7,112.6,102.2,112.8,84.2,88.6,101.1,117.7,126.30083248858448,128.66353085212378,107.45845118759843,108.11195855842709,100.95347122406928,101.81810174026154,101.37049737907704,97.37452467564448,100.86338456074947,111.64958456276109,0.2259549950593227,0.25269403217964737,-0.0071302037957270414,0.0016169589748979973,-0.09721863563615152,-0.08491507947277466,-0.09127131835165869,-0.14929286742772785,-0.0985066112172639,0.04806872968743203,6.7547653431298205,0.0215162825930326,0.20497377947837603,-0.22374985746693302,-0.0402923605815895,0.229719162179754,2.1884079969203203,-2.6708392991055296,-0.39270105939220706,0.8239794015452869,0.0595105681631038,0.0279045368461175,0.7046272858063739,3.4037553874943196,0.0726588281727186,0,0,0,0
Myomesin-1,Myom1,Q62234,Myomesin-1 OS=Mus musculus GN=Myom1 PE=1 SV=2,17929,Myom1,ENSMUSG00000024049.14,False,False,False,84,140,1014,5,5,17,Phospho [Y119; S120; S121; S124; T127; S136; T140; S142; S160; S185; T216; S367; S863; S1036],0,,54.8,70.6,52.1,64.5,53.0,51.5,55.0,54.3,65.1,64.9,51.382966743685444,66.84065694010256,56.723255388793085,61.92914144776685,52.3535613980007,46.48610141510168,66.21588308609545,59.67761501001687,64.94763931656567,61.563789618718744,-0.18544864174820486,0.19398708037768486,-0.04279850027936849,0.08387961289953338,-0.15845115142896304,-0.3299393941067388,0.18043848268821527,0.030451047515863472,0.15253825573960533,0.07534320834237462,5.868666927435569,0.160861292908545,0.025865748714752,0.0975308577492449,-0.0374646864445483,0.986574468805548,0.158636592042203,0.668767820217598,-0.20975378021820298,0.352274712702392,0.877821740533537,0.522160089981079,0.8390164244546379,0.382333744206146,0.7686143466907971,0,0,0,0
Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,Atp2a2,O55143,Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Mus musculus GN=Atp2a2 PE=1 SV=2,11938,Atp2a2,ENSMUSG00000029467.15,False,False,False,58,73,2303,3,3,5,Phospho [T181; S184; S186; T191; S338; T341; T345; S346; S350; T353; T441; S531; T532; T537; S608; S649; S663],0,,464.5,487.1,403.9,457.7,396.9,309.5,333.0,357.9,406.9,432.3,435.5362783292316,461.16266282611844,439.7413215265552,439.45686884717657,392.05902865785805,279.3679298635722,400.90707395763246,393.344722137846,405.94768721828837,410.07744610434685,0.11379940294756707,0.19628222133323625,0.12766161453149394,0.1267280855758628,-0.03792260749340848,-0.5268270756894093,-0.005725617378898207,-0.03319926548583041,0.012300334033962912,0.026902907625423467,8.65284968104928,0.268277671925343,0.10151167389621,-0.143913087546247,-0.31067908557538,2.00916526946722,0.760233709253688,-1.20499829004226,-2.12399029769171,0.0787806606884744,0.468567605987698,0.26207645782388,0.0658362227832799,3.2660470051211603,0.0791951320111101,0,0,0,0
Isoform 2 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2,Atp2a2,O55143-2,Isoform 2 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Mus musculus GN=Atp2a2,11938,Atp2a2,ENSMUSG00000029467.15,False,False,False,60,71,2311,1,1,5,Phospho [T181; S184; S186; T191; S338; T341; T345; S346; S350; T353; T441; S531; T532; T537; S608; S649; S663],0,,74.0,68.3,48.3,64.8,65.5,60.4,48.0,43.1,51.7,76.2,69.38575801154605,64.6631284562182,52.58605058116518,62.21718396612856,64.7010994635669,54.51962185382799,57.78840705695603,47.36842001715888,51.579000809008384,72.28290861242478,0.22911097370163613,0.12741471329065046,-0.1708484458280477,0.07178450336759745,0.12826163343934383,-0.11875303895818501,-0.03474849222123222,-0.3216030433053447,-0.19874476921703987,0.28812596573061366,5.88745668954151,-0.000656516674212071,-0.038130654682055,-0.139299695985337,-0.17677383399317997,-0.00363558935456555,-0.21115595032079,-0.8624506173828741,-0.8936272850501491,0.9971867781964301,0.837957998424843,0.413134016623818,0.397180532870685,0.521819498256085,0.678990152632073,0,0,0,0
Isoform 2 of Myomesin-1,Myom1,Q62234-2,Isoform 2 of Myomesin-1 OS=Mus musculus GN=Myom1,17929,Myom1,ENSMUSG00000024049.14,False,False,False,85,137,1008,0,2,17,Phospho [Y119; S120; S121; S124; T127; S136; T140; S142; S160; S185; T216; S367; S938],0,,88.4,105.5,120.5,106.7,120.9,157.4,126.8,94.1,127.6,116.7,82.88785146244149,99.88228480426092,131.19294192609533,102.44712236398021,119.42538817015632,142.07596820848553,152.6577086421255,103.41921864535152,127.30136369882919,110.70098996154817,-0.4778270007474381,-0.20875884472908535,0.18463053312930988,-0.17218011201679584,0.04904999293946144,0.2996029739000292,0.4032408689854634,-0.1585552629900988,0.14118830090870116,-0.06039144937955321,6.850915762865701,-0.37734139192972793,-0.1057533779104,0.141398966962087,0.412986980981415,-2.0927829634169,-0.5865215752845091,0.876780711667963,2.09091068626552,0.0691332762917645,0.573432092540389,0.40574550660482794,0.06933613198520099,2.90999610661511,0.0997760935143119,0,0,0,0
Myomesin 2,Myom2,Q14BI5,Myomesin 2 OS=Mus musculus GN=Myom2 PE=1 SV=1,17930,Myom2,ENSMUSG00000031461.4,False,False,False,81,121,1023,121,121,8,Phospho [S76; S535; S762; S763; S1446; S1462],0,,23212.2,21104.2,18851.9,21683.4,20996.4,20179.6,17040.0,18215.2,19490.2,20426.0,21764.81205561634,19980.43331721406,20524.781924452753,20819.137142147407,20740.30785918834,18214.969555654094,20514.88450521939,20019.147199455976,19444.58494328308,19375.993324375177,0.11348608622378542,-0.009923604627999794,0.028855417530666116,0.04939880083920656,0.04392583304636766,-0.14338689216292977,0.02815955622551236,-0.0071309581730929494,-0.04914303605637116,-0.05424120284514977,14.2962238554868,0.0207752689438383,-0.00252301723396187,-0.0809776987336903,-0.10427598491149001,0.313307459561448,-0.0380490920304929,-1.3653516442190803,-1.43554813099248,0.761927542619943,0.9705654856796859,0.208690929142867,0.188432983901035,1.32095571107188,0.332505255935745,0,0,0,0
